"categoria_id","bloque","tarea_diseno","alternativa","perfil_id","atributo_id","nivel_id"
"gestion_marketing",1,4,"B","bi_analisis=no_incluido|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_40000","automatizacion","a_solicitud"
"gestion_marketing",1,4,"B","bi_analisis=no_incluido|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",2,1,"A","bi_analisis=analitico|prediccion_demanda=por_producto|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=eventos|precio_mensual=precio_40000","bi_analisis","analitico"
"gestion_marketing",2,1,"A","bi_analisis=analitico|prediccion_demanda=por_producto|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=eventos|precio_mensual=precio_40000","prediccion_demanda","por_producto"
"gestion_marketing",2,1,"A","bi_analisis=analitico|prediccion_demanda=por_producto|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=eventos|precio_mensual=precio_40000","gestion_precios","precio_general"
"gestion_marketing",2,1,"A","bi_analisis=analitico|prediccion_demanda=por_producto|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=eventos|precio_mensual=precio_40000","generacion_contenido","imagenes"
"gestion_marketing",2,1,"A","bi_analisis=analitico|prediccion_demanda=por_producto|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=eventos|precio_mensual=precio_40000","automatizacion","eventos"
"gestion_marketing",2,1,"A","bi_analisis=analitico|prediccion_demanda=por_producto|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=eventos|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",2,1,"B","bi_analisis=descriptivo|prediccion_demanda=ventas_totales|gestion_precios=grupos_condiciones|generacion_contenido=texto|automatizacion=programada|precio_mensual=precio_450000","bi_analisis","descriptivo"
"gestion_marketing",2,1,"B","bi_analisis=descriptivo|prediccion_demanda=ventas_totales|gestion_precios=grupos_condiciones|generacion_contenido=texto|automatizacion=programada|precio_mensual=precio_450000","prediccion_demanda","ventas_totales"
"gestion_marketing",2,1,"B","bi_analisis=descriptivo|prediccion_demanda=ventas_totales|gestion_precios=grupos_condiciones|generacion_contenido=texto|automatizacion=programada|precio_mensual=precio_450000","gestion_precios","grupos_condiciones"
"gestion_marketing",2,1,"B","bi_analisis=descriptivo|prediccion_demanda=ventas_totales|gestion_precios=grupos_condiciones|generacion_contenido=texto|automatizacion=programada|precio_mensual=precio_450000","generacion_contenido","texto"
"gestion_marketing",2,1,"B","bi_analisis=descriptivo|prediccion_demanda=ventas_totales|gestion_precios=grupos_condiciones|generacion_contenido=texto|automatizacion=programada|precio_mensual=precio_450000","automatizacion","programada"
"gestion_marketing",2,1,"B","bi_analisis=descriptivo|prediccion_demanda=ventas_totales|gestion_precios=grupos_condiciones|generacion_contenido=texto|automatizacion=programada|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",2,2,"A","bi_analisis=prescriptivo|prediccion_demanda=por_producto|gestion_precios=no_incluida|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_450000","bi_analisis","prescriptivo"
"gestion_marketing",2,2,"A","bi_analisis=prescriptivo|prediccion_demanda=por_producto|gestion_precios=no_incluida|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_450000","prediccion_demanda","por_producto"
"gestion_marketing",2,2,"A","bi_analisis=prescriptivo|prediccion_demanda=por_producto|gestion_precios=no_incluida|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_450000","gestion_precios","no_incluida"
"gestion_marketing",2,2,"A","bi_analisis=prescriptivo|prediccion_demanda=por_producto|gestion_precios=no_incluida|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_450000","generacion_contenido","no_incluida"
"gestion_marketing",2,2,"A","bi_analisis=prescriptivo|prediccion_demanda=por_producto|gestion_precios=no_incluida|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_450000","automatizacion","a_solicitud"
"gestion_marketing",2,2,"A","bi_analisis=prescriptivo|prediccion_demanda=por_producto|gestion_precios=no_incluida|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",2,2,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","bi_analisis","descriptivo"
"gestion_marketing",2,2,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","prediccion_demanda","no_incluida"
"gestion_marketing",2,2,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","gestion_precios","precio_individualizado"
"gestion_marketing",2,2,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","generacion_contenido","imagenes"
"gestion_marketing",2,2,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","automatizacion","programada"
"gestion_marketing",2,2,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",2,3,"A","bi_analisis=analitico|prediccion_demanda=por_categoria|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=a_solicitud|precio_mensual=precio_40000","bi_analisis","analitico"
"gestion_marketing",2,3,"A","bi_analisis=analitico|prediccion_demanda=por_categoria|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=a_solicitud|precio_mensual=precio_40000","prediccion_demanda","por_categoria"
"gestion_marketing",2,3,"A","bi_analisis=analitico|prediccion_demanda=por_categoria|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=a_solicitud|precio_mensual=precio_40000","gestion_precios","precio_individualizado"
"gestion_marketing",2,3,"A","bi_analisis=analitico|prediccion_demanda=por_categoria|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=a_solicitud|precio_mensual=precio_40000","generacion_contenido","texto"
"gestion_marketing",2,3,"A","bi_analisis=analitico|prediccion_demanda=por_categoria|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=a_solicitud|precio_mensual=precio_40000","automatizacion","a_solicitud"
"gestion_marketing",2,3,"A","bi_analisis=analitico|prediccion_demanda=por_categoria|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=a_solicitud|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",2,3,"B","bi_analisis=no_incluido|prediccion_demanda=ventas_totales|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=eventos|precio_mensual=precio_450000","bi_analisis","no_incluido"
"gestion_marketing",2,3,"B","bi_analisis=no_incluido|prediccion_demanda=ventas_totales|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=eventos|precio_mensual=precio_450000","prediccion_demanda","ventas_totales"
"gestion_marketing",2,3,"B","bi_analisis=no_incluido|prediccion_demanda=ventas_totales|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=eventos|precio_mensual=precio_450000","gestion_precios","precio_general"
"gestion_marketing",2,3,"B","bi_analisis=no_incluido|prediccion_demanda=ventas_totales|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=eventos|precio_mensual=precio_450000","generacion_contenido","texto_imagenes"
"gestion_marketing",2,3,"B","bi_analisis=no_incluido|prediccion_demanda=ventas_totales|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=eventos|precio_mensual=precio_450000","automatizacion","eventos"
"gestion_marketing",2,3,"B","bi_analisis=no_incluido|prediccion_demanda=ventas_totales|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=eventos|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",2,4,"A","bi_analisis=no_incluido|prediccion_demanda=por_categoria|gestion_precios=grupos_condiciones|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","bi_analisis","no_incluido"
"gestion_marketing",2,4,"A","bi_analisis=no_incluido|prediccion_demanda=por_categoria|gestion_precios=grupos_condiciones|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","prediccion_demanda","por_categoria"
"gestion_marketing",2,4,"A","bi_analisis=no_incluido|prediccion_demanda=por_categoria|gestion_precios=grupos_condiciones|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","gestion_precios","grupos_condiciones"
"gestion_marketing",2,4,"A","bi_analisis=no_incluido|prediccion_demanda=por_categoria|gestion_precios=grupos_condiciones|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","generacion_contenido","imagenes"
"gestion_marketing",2,4,"A","bi_analisis=no_incluido|prediccion_demanda=por_categoria|gestion_precios=grupos_condiciones|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","automatizacion","programada"
"gestion_marketing",2,4,"A","bi_analisis=no_incluido|prediccion_demanda=por_categoria|gestion_precios=grupos_condiciones|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",2,4,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_450000","bi_analisis","descriptivo"
"gestion_marketing",2,4,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_450000","prediccion_demanda","no_incluida"
"gestion_marketing",2,4,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_450000","gestion_precios","precio_general"
"gestion_marketing",2,4,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_450000","generacion_contenido","texto_imagenes"
"gestion_marketing",2,4,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_450000","automatizacion","a_solicitud"
"gestion_marketing",2,4,"B","bi_analisis=descriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_general|generacion_contenido=texto_imagenes|automatizacion=a_solicitud|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",3,1,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_40000","bi_analisis","descriptivo"
"gestion_marketing",3,1,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_40000","prediccion_demanda","por_categoria"
"gestion_marketing",3,1,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_40000","gestion_precios","precio_general"
"gestion_marketing",3,1,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_40000","generacion_contenido","texto"
"gestion_marketing",3,1,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_40000","automatizacion","eventos"
"gestion_marketing",3,1,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",3,1,"B","bi_analisis=analitico|prediccion_demanda=no_incluida|gestion_precios=grupos_condiciones|generacion_contenido=no_incluida|automatizacion=programada|precio_mensual=precio_450000","bi_analisis","analitico"
"gestion_marketing",3,1,"B","bi_analisis=analitico|prediccion_demanda=no_incluida|gestion_precios=grupos_condiciones|generacion_contenido=no_incluida|automatizacion=programada|precio_mensual=precio_450000","prediccion_demanda","no_incluida"
"gestion_marketing",3,1,"B","bi_analisis=analitico|prediccion_demanda=no_incluida|gestion_precios=grupos_condiciones|generacion_contenido=no_incluida|automatizacion=programada|precio_mensual=precio_450000","gestion_precios","grupos_condiciones"
"gestion_marketing",3,1,"B","bi_analisis=analitico|prediccion_demanda=no_incluida|gestion_precios=grupos_condiciones|generacion_contenido=no_incluida|automatizacion=programada|precio_mensual=precio_450000","generacion_contenido","no_incluida"
"gestion_marketing",3,1,"B","bi_analisis=analitico|prediccion_demanda=no_incluida|gestion_precios=grupos_condiciones|generacion_contenido=no_incluida|automatizacion=programada|precio_mensual=precio_450000","automatizacion","programada"
"gestion_marketing",3,1,"B","bi_analisis=analitico|prediccion_demanda=no_incluida|gestion_precios=grupos_condiciones|generacion_contenido=no_incluida|automatizacion=programada|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",3,2,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_40000","bi_analisis","descriptivo"
"gestion_marketing",3,2,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_40000","prediccion_demanda","por_categoria"
"gestion_marketing",3,2,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_40000","gestion_precios","precio_general"
"gestion_marketing",3,2,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_40000","generacion_contenido","no_incluida"
"gestion_marketing",3,2,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_40000","automatizacion","a_solicitud"
"gestion_marketing",3,2,"A","bi_analisis=descriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=no_incluida|automatizacion=a_solicitud|precio_mensual=precio_40000","precio_mensual","precio_40000"
"gestion_marketing",3,2,"B","bi_analisis=prescriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_450000","bi_analisis","prescriptivo"
"gestion_marketing",3,2,"B","bi_analisis=prescriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_450000","prediccion_demanda","no_incluida"
"gestion_marketing",3,2,"B","bi_analisis=prescriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_450000","gestion_precios","precio_individualizado"
"gestion_marketing",3,2,"B","bi_analisis=prescriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_450000","generacion_contenido","texto"
"gestion_marketing",3,2,"B","bi_analisis=prescriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_450000","automatizacion","eventos"
"gestion_marketing",3,2,"B","bi_analisis=prescriptivo|prediccion_demanda=no_incluida|gestion_precios=precio_individualizado|generacion_contenido=texto|automatizacion=eventos|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",3,3,"A","bi_analisis=prescriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_450000","bi_analisis","prescriptivo"
"gestion_marketing",3,3,"A","bi_analisis=prescriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_450000","prediccion_demanda","por_categoria"
"gestion_marketing",3,3,"A","bi_analisis=prescriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_450000","gestion_precios","precio_general"
"gestion_marketing",3,3,"A","bi_analisis=prescriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_450000","generacion_contenido","imagenes"
"gestion_marketing",3,3,"A","bi_analisis=prescriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_450000","automatizacion","programada"
"gestion_marketing",3,3,"A","bi_analisis=prescriptivo|prediccion_demanda=por_categoria|gestion_precios=precio_general|generacion_contenido=imagenes|automatizacion=programada|precio_mensual=precio_450000","precio_mensual","precio_450000"
"gestion_marketing",3,3,"B","bi_analisis=no_incluido|prediccion_demanda=por_producto|gestion_precios=precio_individualizado|generacion_contenido=no_incluida|automatizacion=eventos|precio_mensual=precio_40000","bi_analisis","no_incluido"
"gestion_marketing",3,3,"B","bi_analisis=no_incluido|prediccion_demanda=por_producto|gestion_precios=precio_individualizado|generacion_contenido=no_incluida|automatizacion=eventos|precio_mensual=precio_40000","prediccion_demanda","por_producto"
